source,source_name,target,target_name,weight
Charlotte_Perospero,Charlotte Perospero,Donquixote_Doflamingo,Donquixote Doflamingo,1
Charlotte_Perospero,Charlotte Perospero,Donquixote_Rosinante,Donquixote Rosinante,1
Charlotte_Perospero,Charlotte Perospero,Doran,Doran,1
Charlotte_Perospero,Charlotte Perospero,Edward_Newgate,Edward Newgate,1
Charlotte_Perospero,Charlotte Perospero,Gancho,Gancho,1
Charlotte_Perospero,Charlotte Perospero,Gerd,Gerd,1
Charlotte_Perospero,Charlotte Perospero,Gloriosa,Gloriosa,1
Charlotte_Perospero,Charlotte Perospero,Goldberg,Goldberg,1
Charlotte_Perospero,Charlotte Perospero,Hajrudin,Hajrudin,1
Charlotte_Perospero,Charlotte Perospero,Hanzo,Hanzo,1
Charlotte_Perospero,Charlotte Perospero,Issho,Issho,1
Charlotte_Perospero,Charlotte Perospero,Jarul,Jarul,1
Charlotte_Perospero,Charlotte Perospero,Kalifa,Kalifa,1
Charlotte_Perospero,Charlotte Perospero,Karoo,Karoo,1
Charlotte_Perospero,Charlotte Perospero,Kashii,Kashii,1
Charlotte_Perospero,Charlotte Perospero,Konbu,Konbu,1
Charlotte_Perospero,Charlotte Perospero,Kyros,Kyros,1
Charlotte_Perospero,Charlotte Perospero,Minister_of_the_Right,Minister of the Right,1
Charlotte_Perospero,Charlotte Perospero,Mocha,Mocha,1
Charlotte_Perospero,Charlotte Perospero,Nash,Nash,1
Charlotte_Perospero,Charlotte Perospero,Nefertari_Vivi,Nefertari Vivi,1
Charlotte_Perospero,Charlotte Perospero,Neptune,Neptune,1
Charlotte_Perospero,Charlotte Perospero,Oimo,Oimo,1
Charlotte_Perospero,Charlotte Perospero,Onimaru,Onimaru,1
Charlotte_Perospero,Charlotte Perospero,Patty,Patty,1
Charlotte_Perospero,Charlotte Perospero,Portgas_D._Ace,Portgas D. Ace,1
Charlotte_Perospero,Charlotte Perospero,Riku_Doldo_III,Riku Doldo III,1
Charlotte_Perospero,Charlotte Perospero,Risky_Brothers,Risky Brothers,1
Charlotte_Perospero,Charlotte Perospero,Sabo,Sabo,1
Charlotte_Perospero,Charlotte Perospero,Salome,Salome,1
Charlotte_Perospero,Charlotte Perospero,Senor_Pink,Senor Pink,1
Charlotte_Perospero,Charlotte Perospero,Shimotsuki_Yasuie,Shimotsuki Yasuie,1
Charlotte_Perospero,Charlotte Perospero,Sind,Sind,1
Charlotte_Perospero,Charlotte Perospero,Speed,Speed,1
Charlotte_Perospero,Charlotte Perospero,Stansen,Stansen,1
Charlotte_Perospero,Charlotte Perospero,Tank_Lepanto,Tank Lepanto,1
Charlotte_Perospero,Charlotte Perospero,Toko,Toko,1
Charlotte_Perospero,Charlotte Perospero,Urouge,Urouge,1
Charlotte_Perospero,Charlotte Perospero,Viola,Viola,1
Charlotte_Perospero,Charlotte Perospero,Yomo,Yomo,1
Charlotte_Pudding,Charlotte Pudding,Chinjao,Chinjao,1
Charlotte_Pudding,Charlotte Pudding,Clione,Clione,1
Charlotte_Pudding,Charlotte Pudding,Clover,Clover,1
Charlotte_Pudding,Charlotte Pudding,Concelot,Concelot,1
Charlotte_Pudding,Charlotte Pudding,Curly_Dadan,Curly Dadan,1
Charlotte_Pudding,Charlotte Pudding,Donquixote_Doflamingo,Donquixote Doflamingo,1
Charlotte_Pudding,Charlotte Pudding,Donquixote_Rosinante,Donquixote Rosinante,1
Charlotte_Pudding,Charlotte Pudding,Doran,Doran,1
Charlotte_Pudding,Charlotte Pudding,Farul,Farul,1
Charlotte_Pudding,Charlotte Pudding,Figarland_Garling,Figarland Garling,1
Charlotte_Pudding,Charlotte Pudding,Fukaboshi,Fukaboshi,1
Charlotte_Pudding,Charlotte Pudding,Ganzui,Ganzui,1
Charlotte_Pudding,Charlotte Pudding,Genbo,Genbo,1
Charlotte_Pudding,Charlotte Pudding,Genzo,Genzo,1
Charlotte_Pudding,Charlotte Pudding,Gerd,Gerd,1
Charlotte_Pudding,Charlotte Pudding,Ginny,Ginny,1
Charlotte_Pudding,Charlotte Pudding,Giovanni,Giovanni,1
Charlotte_Pudding,Charlotte Pudding,Hakugan,Hakugan,1
Charlotte_Pudding,Charlotte Pudding,Hamlet,Hamlet,1
Charlotte_Pudding,Charlotte Pudding,Hatchan,Hatchan,1
Charlotte_Pudding,Charlotte Pudding,Heracles,Heracles,1
Charlotte_Pudding,Charlotte Pudding,Hiriluk,Hiriluk,1
Charlotte_Pudding,Charlotte Pudding,Hyougoro,Hyougoro,1
Charlotte_Pudding,Charlotte Pudding,Imu,Imu,1
Charlotte_Pudding,Charlotte Pudding,Iron_Giant,Iron Giant,1
Charlotte_Pudding,Charlotte Pudding,Jack,Jack,1
Charlotte_Pudding,Charlotte Pudding,Jaguar_D._Saul,Jaguar D. Saul,1
Charlotte_Pudding,Charlotte Pudding,Jarul,Jarul,1
Charlotte_Pudding,Charlotte Pudding,Jaygarcia_Saturn,Jaygarcia Saturn,1
Charlotte_Pudding,Charlotte Pudding,John,John,1
Charlotte_Pudding,Charlotte Pudding,Kamakiri,Kamakiri,1
Charlotte_Pudding,Charlotte Pudding,Kaya,Kaya,1
Charlotte_Pudding,Charlotte Pudding,Kikunojo,Kikunojo,1
Charlotte_Pudding,Charlotte Pudding,Killer,Killer,1
Charlotte_Pudding,Charlotte Pudding,King,King,1
Charlotte_Pudding,Charlotte Pudding,Koby,Koby,1
Charlotte_Pudding,Charlotte Pudding,Komachiyo,Komachiyo,1
Charlotte_Pudding,Charlotte Pudding,Konbu,Konbu,1
Charlotte_Pudding,Charlotte Pudding,Kureha,Kureha,1
Charlotte_Pudding,Charlotte Pudding,Kurozumi_Orochi,Kurozumi Orochi,1
Charlotte_Pudding,Charlotte Pudding,Laffitte,Laffitte,1
Charlotte_Pudding,Charlotte Pudding,Lucky_Roux,Lucky Roux,1
Charlotte_Pudding,Charlotte Pudding,Makino,Makino,1
Charlotte_Pudding,Charlotte Pudding,Minister_of_the_Left,Minister of the Left,1
Charlotte_Pudding,Charlotte Pudding,Mocha,Mocha,1
Charlotte_Pudding,Charlotte Pudding,Nico_Olvia,Nico Olvia,1
Charlotte_Pudding,Charlotte Pudding,Nojiko,Nojiko,1
Charlotte_Pudding,Charlotte Pudding,Nola,Nola,1
Charlotte_Pudding,Charlotte Pudding,Pappag,Pappag,1
Charlotte_Pudding,Charlotte Pudding,Patty,Patty,1
Charlotte_Pudding,Charlotte Pudding,Peepley_Lulu,Peepley Lulu,1
Charlotte_Pudding,Charlotte Pudding,Perona,Perona,1
Charlotte_Pudding,Charlotte Pudding,Riku_Doldo_III,Riku Doldo III,1
Charlotte_Pudding,Charlotte Pudding,Risky_Brothers,Risky Brothers,1
Charlotte_Pudding,Charlotte Pudding,Rocks_D._Xebec,Rocks D. Xebec,1
Charlotte_Pudding,Charlotte Pudding,Roddy,Roddy,1
Charlotte_Pudding,Charlotte Pudding,Sai,Sai,1
Charlotte_Pudding,Charlotte Pudding,Scopper_Gaban,Scopper Gaban,1
Charlotte_Pudding,Charlotte Pudding,Sentomaru,Sentomaru,1
Charlotte_Pudding,Charlotte Pudding,Shaka,Shaka,1
Charlotte_Pudding,Charlotte Pudding,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Charlotte_Pudding,Charlotte Pudding,Shepherd_Sommers,Shepherd Sommers,1
Charlotte_Pudding,Charlotte Pudding,Shiki,Shiki,1
Charlotte_Pudding,Charlotte Pudding,Shiryu,Shiryu,1
Charlotte_Pudding,Charlotte Pudding,Shishilian,Shishilian,1
Charlotte_Pudding,Charlotte Pudding,Sind,Sind,1
Charlotte_Pudding,Charlotte Pudding,Smoker,Smoker,1
Charlotte_Pudding,Charlotte Pudding,Speed,Speed,1
Charlotte_Pudding,Charlotte Pudding,Suleiman,Suleiman,1
Charlotte_Pudding,Charlotte Pudding,Tama,Tama,1
Charlotte_Pudding,Charlotte Pudding,Tamanegi,Tamanegi,1
Charlotte_Pudding,Charlotte Pudding,Tank_Lepanto,Tank Lepanto,1
Charlotte_Pudding,Charlotte Pudding,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Charlotte_Pudding,Charlotte Pudding,Tilestone,Tilestone,1
Charlotte_Pudding,Charlotte Pudding,Toko,Toko,1
Charlotte_Pudding,Charlotte Pudding,Tom,Tom,1
Charlotte_Pudding,Charlotte Pudding,Topman_Warcury,Topman Warcury,1
Charlotte_Pudding,Charlotte Pudding,Vasco_Shot,Vasco Shot,1
Charlotte_Pudding,Charlotte Pudding,Vegapunk,Vegapunk,1
Charlotte_Pudding,Charlotte Pudding,Wadatsumi,Wadatsumi,1
Charlotte_Pudding,Charlotte Pudding,Woop_Slap,Woop Slap,1
Charlotte_Pudding,Charlotte Pudding,Wyper,Wyper,1
Charlotte_Pudding,Charlotte Pudding,Yasopp,Yasopp,1
Charlotte_Pudding,Charlotte Pudding,Yomo,Yomo,1
Charlotte_Smoothie,Charlotte Smoothie,Cho,Cho,1
Charlotte_Smoothie,Charlotte Smoothie,Crocodile,Crocodile,1
Charlotte_Smoothie,Charlotte Smoothie,Denjiro,Denjiro,1
Charlotte_Smoothie,Charlotte Smoothie,Donquixote_Doflamingo,Donquixote Doflamingo,1
Charlotte_Smoothie,Charlotte Smoothie,Dorry,Dorry,1
Charlotte_Smoothie,Charlotte Smoothie,Edison,Edison,1
Charlotte_Smoothie,Charlotte Smoothie,Ethanbaron_V._Nusjuro,Ethanbaron V. Nusjuro,1
Charlotte_Smoothie,Charlotte Smoothie,Eustass_Kid,Eustass Kid,1
Charlotte_Smoothie,Charlotte Smoothie,Farul,Farul,1
Charlotte_Smoothie,Charlotte Smoothie,Gerd,Gerd,1
Charlotte_Smoothie,Charlotte Smoothie,Gol_D._Roger,Gol D. Roger,1
Charlotte_Smoothie,Charlotte Smoothie,Goldberg,Goldberg,1
Charlotte_Smoothie,Charlotte Smoothie,Hajrudin,Hajrudin,1
Charlotte_Smoothie,Charlotte Smoothie,Hina,Hina,1
Charlotte_Smoothie,Charlotte Smoothie,Hoe,Hoe,1
Charlotte_Smoothie,Charlotte Smoothie,Imu,Imu,1
Charlotte_Smoothie,Charlotte Smoothie,Inhel,Inhel,1
Charlotte_Smoothie,Charlotte Smoothie,Iron_Giant,Iron Giant,1
Charlotte_Smoothie,Charlotte Smoothie,Izou,Izou,1
Charlotte_Smoothie,Charlotte Smoothie,Jaguar_D._Saul,Jaguar D. Saul,1
Charlotte_Smoothie,Charlotte Smoothie,Jarul,Jarul,1
Charlotte_Smoothie,Charlotte Smoothie,Jaygarcia_Saturn,Jaygarcia Saturn,1
Charlotte_Smoothie,Charlotte Smoothie,Kanjuro,Kanjuro,1
Charlotte_Smoothie,Charlotte Smoothie,Kashii,Kashii,1
Charlotte_Smoothie,Charlotte Smoothie,Killer,Killer,1
Charlotte_Smoothie,Charlotte Smoothie,Komachiyo,Komachiyo,1
Charlotte_Smoothie,Charlotte Smoothie,Kurozumi_Orochi,Kurozumi Orochi,1
Charlotte_Smoothie,Charlotte Smoothie,Kuzan,Kuzan,1
Charlotte_Smoothie,Charlotte Smoothie,Lilith,Lilith,1
Charlotte_Smoothie,Charlotte Smoothie,Lola,Lola,1
Charlotte_Smoothie,Charlotte Smoothie,Magellan,Magellan,1
Charlotte_Smoothie,Charlotte Smoothie,Marco,Marco,1
Charlotte_Smoothie,Charlotte Smoothie,Marcus_Mars,Marcus Mars,1
Charlotte_Smoothie,Charlotte Smoothie,Marguerite,Marguerite,1
Charlotte_Smoothie,Charlotte Smoothie,Megalo,Megalo,1
Charlotte_Smoothie,Charlotte Smoothie,Minister_of_the_Left,Minister of the Left,1
Charlotte_Smoothie,Charlotte Smoothie,Miyagi,Miyagi,1
Charlotte_Smoothie,Charlotte Smoothie,Nash,Nash,1
Charlotte_Smoothie,Charlotte Smoothie,Oimo,Oimo,1
Charlotte_Smoothie,Charlotte Smoothie,Page_One,Page One,1
Charlotte_Smoothie,Charlotte Smoothie,Patty,Patty,1
Charlotte_Smoothie,Charlotte Smoothie,Paulie,Paulie,1
Charlotte_Smoothie,Charlotte Smoothie,Peepley_Lulu,Peepley Lulu,1
Charlotte_Smoothie,Charlotte Smoothie,Riku_Doldo_III,Riku Doldo III,1
Charlotte_Smoothie,Charlotte Smoothie,Road,Road,1
Charlotte_Smoothie,Charlotte Smoothie,Roddy,Roddy,1
Charlotte_Smoothie,Charlotte Smoothie,Sakazuki,Sakazuki,1
Charlotte_Smoothie,Charlotte Smoothie,Scratchmen_Apoo,Scratchmen Apoo,1
Charlotte_Smoothie,Charlotte Smoothie,Shanks,Shanks,1
Charlotte_Smoothie,Charlotte Smoothie,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Charlotte_Smoothie,Charlotte Smoothie,Shirahoshi,Shirahoshi,1
Charlotte_Smoothie,Charlotte Smoothie,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Charlotte_Smoothie,Charlotte Smoothie,Topman_Warcury,Topman Warcury,1
Charlotte_Smoothie,Charlotte Smoothie,Tristan,Tristan,1
Charlotte_Smoothie,Charlotte Smoothie,Tsunagoro,Tsunagoro,1
Charlotte_Smoothie,Charlotte Smoothie,Urouge,Urouge,1
Charlotte_Smoothie,Charlotte Smoothie,Vegapunk,Vegapunk,1
Charlotte_Smoothie,Charlotte Smoothie,Wanda,Wanda,1
Charlotte_Smoothie,Charlotte Smoothie,Who's-Who,Who's-Who,1
Charlotte_Smoothie,Charlotte Smoothie,Yamato,Yamato,1
Charlotte_Smoothie,Charlotte Smoothie,Yomo,Yomo,1
Charlotte_Smoothie,Charlotte Smoothie,York,York,1
Charlotte_Tablet,Charlotte Tablet,Cho,Cho,1
Charlotte_Tablet,Charlotte Tablet,Concelot,Concelot,1
Charlotte_Tablet,Charlotte Tablet,Crocodile,Crocodile,1
Charlotte_Tablet,Charlotte Tablet,Daifugo,Daifugo,1
Charlotte_Tablet,Charlotte Tablet,Denjiro,Denjiro,1
Charlotte_Tablet,Charlotte Tablet,Diesel,Diesel,1
Charlotte_Tablet,Charlotte Tablet,Donquixote_Doflamingo,Donquixote Doflamingo,1
Charlotte_Tablet,Charlotte Tablet,Donquixote_Rosinante,Donquixote Rosinante,1
Charlotte_Tablet,Charlotte Tablet,Eustass_Kid,Eustass Kid,1
Charlotte_Tablet,Charlotte Tablet,Farul,Farul,1
Charlotte_Tablet,Charlotte Tablet,Giovanni,Giovanni,1
Charlotte_Tablet,Charlotte Tablet,Gol_D._Roger,Gol D. Roger,1
Charlotte_Tablet,Charlotte Tablet,Hyougoro,Hyougoro,1
Charlotte_Tablet,Charlotte Tablet,Izou,Izou,1
Charlotte_Tablet,Charlotte Tablet,Kanjuro,Kanjuro,1
Charlotte_Tablet,Charlotte Tablet,Kikunojo,Kikunojo,1
Charlotte_Tablet,Charlotte Tablet,Killer,Killer,1
Charlotte_Tablet,Charlotte Tablet,Kin'emon,Kin'emon,1
Charlotte_Tablet,Charlotte Tablet,Komachiyo,Komachiyo,1
Charlotte_Tablet,Charlotte Tablet,Kurozumi_Orochi,Kurozumi Orochi,1
Charlotte_Tablet,Charlotte Tablet,Minister_of_the_Right,Minister of the Right,1
Charlotte_Tablet,Charlotte Tablet,Nekomamushi,Nekomamushi,1
Charlotte_Tablet,Charlotte Tablet,Neptune,Neptune,1
Charlotte_Tablet,Charlotte Tablet,Page_One,Page One,1
Charlotte_Tablet,Charlotte Tablet,Pekoms,Pekoms,1
Charlotte_Tablet,Charlotte Tablet,Portgas_D._Ace,Portgas D. Ace,1
Charlotte_Tablet,Charlotte Tablet,Sabo,Sabo,1
Charlotte_Tablet,Charlotte Tablet,Scratchmen_Apoo,Scratchmen Apoo,1
Charlotte_Tablet,Charlotte Tablet,Shimotsuki_Yasuie,Shimotsuki Yasuie,1
Charlotte_Tablet,Charlotte Tablet,Shishilian,Shishilian,1
Charlotte_Tablet,Charlotte Tablet,Silvers_Rayleigh,Silvers Rayleigh,1
Charlotte_Tablet,Charlotte Tablet,Tama,Tama,1
Charlotte_Tablet,Charlotte Tablet,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Charlotte_Tablet,Charlotte Tablet,Urouge,Urouge,1
Charlotte_Tablet,Charlotte Tablet,Who's-Who,Who's-Who,1
Charlotte_Tablet,Charlotte Tablet,Zeff,Zeff,1
Chess,Chess,Kaya,Kaya,1
Chess,Chess,Monkey_D._Dragon,Monkey D. Dragon,1
Chess,Chess,Morgan,Morgan,1
Chess,Chess,Nefertari_Cobra,Nefertari Cobra,1
Chew,Chew,Dracule_Mihawk,Dracule Mihawk,1
Chew,Chew,Edward_Newgate,Edward Newgate,1
Chew,Chew,Hyouzou,Hyouzou,1
Chew,Chew,Megalo,Megalo,1
Chew,Chew,Morgan,Morgan,1
Chew,Chew,Nico_Robin,Nico Robin,1
Chew,Chew,Ninjin,Ninjin,1
Chew,Chew,Piiman,Piiman,1
Chew,Chew,Tamanegi,Tamanegi,1
Chimney,Chimney,Concelot,Concelot,1
Chimney,Chimney,Conis,Conis,1
Chimney,Chimney,Cosmo,Cosmo,1
Chimney,Chimney,Ethanbaron_V._Nusjuro,Ethanbaron V. Nusjuro,1
Chimney,Chimney,Galaxy,Galaxy,1
Chimney,Chimney,Gecko_Moria,Gecko Moria,1
Chimney,Chimney,Genbo,Genbo,1
Chimney,Chimney,Haredas,Haredas,1
Chimney,Chimney,Heracles,Heracles,1
Chimney,Chimney,Hogback,Hogback,1
Chimney,Chimney,Igaram,Igaram,1
Chimney,Chimney,Inuarashi,Inuarashi,1
Chimney,Chimney,Jack,Jack,1
Chimney,Chimney,Jaguar_D._Saul,Jaguar D. Saul,1
Chimney,Chimney,Jaygarcia_Saturn,Jaygarcia Saturn,1
Chimney,Chimney,Jinbe,Jinbe,1
Chimney,Chimney,Jozu,Jozu,1
Chimney,Chimney,Kaidou,Kaidou,1
Chimney,Chimney,Kamakiri,Kamakiri,1
Chimney,Chimney,Kanjuro,Kanjuro,1
Chimney,Chimney,Kin'emon,Kin'emon,1
Chimney,Chimney,Kouzuki_Momonosuke,Kouzuki Momonosuke,1
Chimney,Chimney,Laboon,Laboon,1
Chimney,Chimney,Lola,Lola,1
Chimney,Chimney,Macro,Macro,1
Chimney,Chimney,Marcus_Mars,Marcus Mars,1
Chimney,Chimney,Minister_of_the_Right,Minister of the Right,1
Chimney,Chimney,Miyagi,Miyagi,1
Chimney,Chimney,Nefertari_Cobra,Nefertari Cobra,1
Chimney,Chimney,Nekomamushi,Nekomamushi,1
Chimney,Chimney,Neptune,Neptune,1
Chimney,Chimney,Nola,Nola,1
Chimney,Chimney,Pedro,Pedro,1
Chimney,Chimney,Pekoms,Pekoms,1
Chimney,Chimney,Pell,Pell,1
Chimney,Chimney,Portgas_D._Ace,Portgas D. Ace,1
Chimney,Chimney,Raki,Raki,1
Chimney,Chimney,Risky_Brothers,Risky Brothers,1
Chimney,Chimney,Roddy,Roddy,1
Chimney,Chimney,Sabo,Sabo,1
Chimney,Chimney,Sengoku,Sengoku,1
Chimney,Chimney,Shanks,Shanks,1
Chimney,Chimney,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Chimney,Chimney,Shirahoshi,Shirahoshi,1
Chimney,Chimney,Shishilian,Shishilian,1
Chimney,Chimney,Tamago,Tamago,1
Chimney,Chimney,Thriller_Bark,Thriller Bark,1
Chimney,Chimney,Topman_Warcury,Topman Warcury,1
Chimney,Chimney,Tristan,Tristan,1
Chimney,Chimney,Tsuru,Tsuru,1
Chimney,Chimney,Wanda,Wanda,1
Chimney,Chimney,Wyper,Wyper,1
Chinjao,Chinjao,Crocodile,Crocodile,1
Chinjao,Chinjao,Curly_Dadan,Curly Dadan,1
Chinjao,Chinjao,Emporio_Ivankov,Emporio Ivankov,1
Chinjao,Chinjao,Eustass_Kid,Eustass Kid,1
Chinjao,Chinjao,Guernika,Guernika,1
Chinjao,Chinjao,Heat,Heat,1
Chinjao,Chinjao,Heracles,Heracles,1
Chinjao,Chinjao,Joseph,Joseph,1
Chinjao,Chinjao,Kaidou,Kaidou,1
Chinjao,Chinjao,Karoo,Karoo,1
Chinjao,Chinjao,Killer,Killer,1
Chinjao,Chinjao,Kuzan,Kuzan,1
Chinjao,Chinjao,Marshall_D._Teach,Marshall D. Teach,1
Chinjao,Chinjao,Monet,Monet,1
Chinjao,Chinjao,Monkey_D._Dragon,Monkey D. Dragon,1
Chinjao,Chinjao,Mont_Blanc_Cricket,Mont Blanc Cricket,1
Chinjao,Chinjao,Nefertari_Vivi,Nefertari Vivi,1
Chinjao,Chinjao,Nitro,Nitro,1
Chinjao,Chinjao,Pedro,Pedro,1
Chinjao,Chinjao,Pound,Pound,1
Chinjao,Chinjao,Prometheus,Prometheus,1
Chinjao,Chinjao,Rabiyan,Rabiyan,1
Chinjao,Chinjao,Sakazuki,Sakazuki,1
Chinjao,Chinjao,Salome,Salome,1
Chinjao,Chinjao,Scratchmen_Apoo,Scratchmen Apoo,1
Chinjao,Chinjao,Shanks,Shanks,1
Chinjao,Chinjao,Tamago,Tamago,1
Chinjao,Chinjao,Tristan,Tristan,1
Chinjao,Chinjao,Tsuru,Tsuru,1
Chinjao,Chinjao,Urouge,Urouge,1
Chinjao,Chinjao,Vergo,Vergo,1
Chinjao,Chinjao,Wire,Wire,1
Chinjao,Chinjao,X_Drake,X Drake,1
Chinjao,Chinjao,Zeus,Zeus,1
Cho,Cho,Clione,Clione,1
Cho,Cho,Daifugo,Daifugo,1
Cho,Cho,Donquixote_Doflamingo,Donquixote Doflamingo,1
Cho,Cho,Dorry,Dorry,1
Cho,Cho,Enel,Enel,1
Cho,Cho,Figarland_Garling,Figarland Garling,1
Cho,Cho,Figarland_Shamrock,Figarland Shamrock,1
Cho,Cho,Fukurokuju,Fukurokuju,1
Cho,Cho,Ganzui,Ganzui,1
Cho,Cho,Gerd,Gerd,1
Cho,Cho,Gol_D._Roger,Gol D. Roger,1
Cho,Cho,Goldberg,Goldberg,1
Cho,Cho,Guernika,Guernika,1
Cho,Cho,Hakugan,Hakugan,1
Cho,Cho,Hanzo,Hanzo,1
Cho,Cho,Holed'em,Holed'em,1
Cho,Cho,Ikkaku,Ikkaku,1
Cho,Cho,Jaygarcia_Saturn,Jaygarcia Saturn,1
Cho,Cho,John,John,1
Cho,Cho,Joseph,Joseph,1
Cho,Cho,Kamijiro,Kamijiro,1
Cho,Cho,Karoo,Karoo,1
Cho,Cho,Kouzuki_Toki,Kouzuki Toki,1
Cho,Cho,Leo,Leo,1
Cho,Cho,Maha,Maha,1
Cho,Cho,Monkey_D._Garp,Monkey D. Garp,1
Cho,Cho,Nefertari_Vivi,Nefertari Vivi,1
Cho,Cho,Nubon,Nubon,1
Cho,Cho,Portgas_D._Ace,Portgas D. Ace,1
Cho,Cho,Queen_Mama_Chanter,Queen Mama Chanter,1
Cho,Cho,Rampo,Rampo,1
Cho,Cho,Scopper_Gaban,Scopper Gaban,1
Cho,Cho,Sengoku,Sengoku,1
Cho,Cho,Shanks,Shanks,1
Cho,Cho,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Cho,Cho,Silvers_Rayleigh,Silvers Rayleigh,1
Cho,Cho,Speed,Speed,1
Cho,Cho,Stansen,Stansen,1
Cho,Cho,Streusen,Streusen,1
Cho,Cho,Vinsmoke_Niji,Vinsmoke Niji,1
Cho,Cho,Vito,Vito,1
Cho,Cho,Wicca,Wicca,1
Cho,Cho,Wire,Wire,1
Cho,Cho,Yomo,Yomo,1
Cho,Cho,Zunesha,Zunesha,1
Chuchun,Chuchun,Kuzan,Kuzan,1
Clione,Clione,Clover,Clover,1
Clione,Clione,Concelot,Concelot,1
Clione,Clione,Cotton,Cotton,1
Clione,Clione,Doc_Q,Doc Q,1
Clione,Clione,Donquixote_Rosinante,Donquixote Rosinante,1
Clione,Clione,Flapper,Flapper,1
Clione,Clione,Gancho,Gancho,1
Clione,Clione,Guernika,Guernika,1
Clione,Clione,Hack,Hack,1
Clione,Clione,Heat,Heat,1
Clione,Clione,Inhel,Inhel,1
Clione,Clione,Jaguar_D._Saul,Jaguar D. Saul,1
Clione,Clione,Jesus_Burgess,Jesus Burgess,1
Clione,Clione,Jewelry_Bonney,Jewelry Bonney,1
Clione,Clione,Kabu,Kabu,1
Clione,Clione,Kaku,Kaku,1
Clione,Clione,Koala,Koala,1
Clione,Clione,Kojuro,Kojuro,1
Clione,Clione,Komachiyo,Komachiyo,1
Clione,Clione,Leo,Leo,1
Clione,Clione,Lola,Lola,1
Clione,Clione,Maha,Maha,1
Clione,Clione,Mansherry,Mansherry,1
Clione,Clione,Morgans,Morgans,1
Clione,Clione,Nico_Olvia,Nico Olvia,1
Clione,Clione,Onimaru,Onimaru,1
Clione,Clione,Page_One,Page One,1
Clione,Clione,Patty,Patty,1
Clione,Clione,Pekoms,Pekoms,1
Clione,Clione,Portgas_D._Ace,Portgas D. Ace,1
Clione,Clione,Pound,Pound,1
Clione,Clione,Prometheus,Prometheus,1
Clione,Clione,Rampo,Rampo,1
Clione,Clione,Senor_Pink,Senor Pink,1
Clione,Clione,Shanks,Shanks,1
Clione,Clione,Smoker,Smoker,1
Clione,Clione,Speed,Speed,1
Clione,Clione,Stronger,Stronger,1
Clione,Clione,Stussy,Stussy,1
Clione,Clione,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Clione,Clione,Topman_Warcury,Topman Warcury,1
Clione,Clione,Ulti,Ulti,1
Clione,Clione,Van_Augur,Van Augur,1
Clione,Clione,Vinsmoke_Reiju,Vinsmoke Reiju,1
Clione,Clione,Who's-Who,Who's-Who,1
Clione,Clione,Wicca,Wicca,1
Clione,Clione,Wire,Wire,1
Clione,Clione,Zeff,Zeff,1
Clover,Clover,Colon,Colon,1
Clover,Clover,Conis,Conis,1
Clover,Clover,Crocus,Crocus,1
Clover,Clover,Curly_Dadan,Curly Dadan,1
Clover,Clover,Dracule_Mihawk,Dracule Mihawk,1
Clover,Clover,Duval,Duval,1
Clover,Clover,Edison,Edison,1
Clover,Clover,Edward_Newgate,Edward Newgate,1
Clover,Clover,Fukurou,Fukurou,1
Clover,Clover,Ganzui,Ganzui,1
Clover,Clover,Genzo,Genzo,1
Clover,Clover,Gloriosa,Gloriosa,1
Clover,Clover,Gol_D._Roger,Gol D. Roger,1
Clover,Clover,Gomorrah,Gomorrah,1
Clover,Clover,Harald,Harald,1
Clover,Clover,Haredas,Haredas,1
Clover,Clover,Hattori,Hattori,1
Clover,Clover,Heracles,Heracles,1
Clover,Clover,Hiriluk,Hiriluk,1
Clover,Clover,Holed'em,Holed'em,1
Clover,Clover,Iceburg,Iceburg,1
Clover,Clover,Ikkaku,Ikkaku,1
Clover,Clover,Jabra,Jabra,1
Clover,Clover,Jean_Bart,Jean Bart,1
Clover,Clover,Johanna,Johanna,1
Clover,Clover,John,John,1
Clover,Clover,Kalifa,Kalifa,1
Clover,Clover,Kamijiro,Kamijiro,1
Clover,Clover,Kin'emon,Kin'emon,1
Clover,Clover,King,King,1
Clover,Clover,Kouzuki_Hiyori,Kouzuki Hiyori,1
Clover,Clover,Kouzuki_Oden,Kouzuki Oden,1
Clover,Clover,Kumadori,Kumadori,1
Clover,Clover,Kureha,Kureha,1
Clover,Clover,Laboon,Laboon,1
Clover,Clover,Makino,Makino,1
Clover,Clover,Monkey_D._Garp,Monkey D. Garp,1
Clover,Clover,Morgans,Morgans,1
Clover,Clover,Mozu_and_Kiwi,Mozu and Kiwi,1
Clover,Clover,Napoleon,Napoleon,1
Clover,Clover,Nash,Nash,1
Clover,Clover,Nefertari_Vivi,Nefertari Vivi,1
Clover,Clover,Ninjin,Ninjin,1
Clover,Clover,Nojiko,Nojiko,1
Clover,Clover,Page_One,Page One,1
Clover,Clover,Patty,Patty,1
Clover,Clover,Perona,Perona,1
Clover,Clover,Piiman,Piiman,1
